primary_sentence,secondary_sentence,label
¿Cómo hacer aportes voluntarios?,¿Cómo son prácticas preprofesionales?,0
¿Cómo hacer aportes voluntarios?,¿Cómo aprobar prácticas preprofesionales?,0
¿Cómo hacer aportes voluntarios?,Inscripciones en Otras Unidades Académicas,0
¿Cómo hacer aportes voluntarios?,¿Cómo inscribirme en asignaturas de otras unidades?,0
¿Cómo hacer aportes voluntarios?,Restricciones para inscripción en otras unidades,0
¿Cómo hacer aportes voluntarios?,Mallas Curriculares,0
¿Cómo hacer aportes voluntarios?,¿Dónde ver mallas curriculares de mi carrera?,0
¿Cómo hacer aportes voluntarios?,¿Cómo consultar mallas curriculares?,0
¿Cómo hacer aportes voluntarios?,Honestidad Académica y Código de Ética,0
¿Cómo hacer aportes voluntarios?,Reglamento de disciplina y sanciones,0
¿Cómo hacer aportes voluntarios?,¿Puedo solicitar clarificaciones sobre código de ética?,0
¿Cómo hacer aportes voluntarios?,Restricciones para Matriculación,0
¿Cómo hacer aportes voluntarios?,Cómo solucionar restricciones de matriculación,0
¿Cómo hacer aportes voluntarios?,¿Excepciones a restricciones de matriculación?,0
¿Cómo hacer aportes voluntarios?,Suficiencia en Inglés,0
¿Cómo hacer aportes voluntarios?,¿Cómo obtener la suficiencia en inglés?,0
¿Cómo hacer aportes voluntarios?,Proceso de inscripción en el inglés para niveles superiores,0
¿Cómo hacer aportes voluntarios?,Limitaciones por Suficiencia de Inglés,0
¿Cómo hacer aportes voluntarios?,Suficiencia de inglés y límites de créditos,0
¿Cómo hacer aportes voluntarios?,¿Cómo afecta la suficiencia de inglés a la cantidad de créditos permitidos?,0
¿Cómo hacer aportes voluntarios?,Hola,0
¿Cómo hacer aportes voluntarios?,Hola pantera,0
¿Cómo hacer aportes voluntarios?,Necesito ayuda,0
¿Cómo hacer aportes voluntarios?,Gracias,0
¿Cómo hacer aportes voluntarios?,Muchas gracias,0
¿Cómo hacer aportes voluntarios?,Te agradezco mucho,0
Aportes a la FEPON,Pérdida de la Gratuidad,0
Aportes a la FEPON,Pérdida de gratuidad por cambio de carrera,0
Aportes a la FEPON,¿Bajo qué circunstancias se puede perder la gratuidad?,0
Aportes a la FEPON,"Retiro Voluntario de una, varias o todas las Asignaturas",0
Aportes a la FEPON,Formulario para el retiro voluntario de asignaturas,0
Aportes a la FEPON,Proceso retirar todas las asignaturas,0
Aportes a la FEPON,Retiro de Asignaturas por Caso Fortuito o Fuerza Mayor,0
Aportes a la FEPON,¿Cómo retirar asignaturas por caso fortuito?,0
Aportes a la FEPON,¿Solicitar retiro por fuerza mayor durante el semestre?,0
Aportes a la FEPON,Retiro Extemporáneo de Asignaturas por Caso Fortuito o Fuerza Mayor,0
Aportes a la FEPON,Formulario para retiro extemporáneo en la EPN,0
Aportes a la FEPON,Plazo para el retiro extemporáneo de asignaturas,0
Aportes a la FEPON,Concesión de Tercera Matrícula para Tercer Nivel,0
Aportes a la FEPON,Condiciones para obtener una tercera matrícula,0
Aportes a la FEPON,Formulario y requisitos tercera matrícula,0
Aportes a la FEPON,Asignaturas que No Otorgan Créditos,0
Aportes a la FEPON,¿Cuáles son asignaturas sin créditos?,0
Aportes a la FEPON,¿Deportes y Clubes otorgan créditos?,0
Aportes a la FEPON,Prácticas Preprofesionales,0
Aportes a la FEPON,¿Cómo son prácticas preprofesionales?,0
Aportes a la FEPON,¿Cómo aprobar prácticas preprofesionales?,0
Aportes a la FEPON,Inscripciones en Otras Unidades Académicas,0
Aportes a la FEPON,¿Cómo inscribirme en asignaturas de otras unidades?,0
Aportes a la FEPON,Restricciones para inscripción en otras unidades,0
Aportes a la FEPON,Mallas Curriculares,0
Aportes a la FEPON,¿Dónde ver mallas curriculares de mi carrera?,0
Aportes a la FEPON,¿Cómo consultar mallas curriculares?,0
Aportes a la FEPON,Honestidad Académica y Código de Ética,0
Aportes a la FEPON,Reglamento de disciplina y sanciones,0
Aportes a la FEPON,¿Puedo solicitar clarificaciones sobre código de ética?,0
Aportes a la FEPON,Restricciones para Matriculación,0
Aportes a la FEPON,Cómo solucionar restricciones de matriculación,0
Aportes a la FEPON,¿Excepciones a restricciones de matriculación?,0
Aportes a la FEPON,Suficiencia en Inglés,0
Aportes a la FEPON,¿Cómo obtener la suficiencia en inglés?,0
Aportes a la FEPON,Proceso de inscripción en el inglés para niveles superiores,0
Aportes a la FEPON,Limitaciones por Suficiencia de Inglés,0
Aportes a la FEPON,Suficiencia de inglés y límites de créditos,0
Aportes a la FEPON,¿Cómo afecta la suficiencia de inglés a la cantidad de créditos permitidos?,0
Aportes a la FEPON,Hola,0
Aportes a la FEPON,Hola pantera,0
Aportes a la FEPON,Necesito ayuda,0
Aportes a la FEPON,Gracias,0
Aportes a la FEPON,Muchas gracias,0
Aportes a la FEPON,Te agradezco mucho,0
Pérdida de la Gratuidad,"Retiro Voluntario de una, varias o todas las Asignaturas",0
Pérdida de la Gratuidad,Formulario para el retiro voluntario de asignaturas,0
Pérdida de la Gratuidad,Proceso retirar todas las asignaturas,0
Pérdida de la Gratuidad,Retiro de Asignaturas por Caso Fortuito o Fuerza Mayor,0
Pérdida de la Gratuidad,¿Cómo retirar asignaturas por caso fortuito?,0
Pérdida de la Gratuidad,¿Solicitar retiro por fuerza mayor durante el semestre?,0
Pérdida de la Gratuidad,Retiro Extemporáneo de Asignaturas por Caso Fortuito o Fuerza Mayor,0
Pérdida de la Gratuidad,Formulario para retiro extemporáneo en la EPN,0
Pérdida de la Gratuidad,Plazo para el retiro extemporáneo de asignaturas,0
Pérdida de la Gratuidad,Concesión de Tercera Matrícula para Tercer Nivel,0
Pérdida de la Gratuidad,Condiciones para obtener una tercera matrícula,0
Pérdida de la Gratuidad,Formulario y requisitos tercera matrícula,0
Pérdida de la Gratuidad,Asignaturas que No Otorgan Créditos,0
Pérdida de la Gratuidad,¿Cuáles son asignaturas sin créditos?,0
Pérdida de la Gratuidad,¿Deportes y Clubes otorgan créditos?,0
Pérdida de la Gratuidad,Prácticas Preprofesionales,0
Pérdida de la Gratuidad,¿Cómo son prácticas preprofesionales?,0
Pérdida de la Gratuidad,¿Cómo aprobar prácticas preprofesionales?,0
Pérdida de la Gratuidad,Inscripciones en Otras Unidades Académicas,0
Pérdida de la Gratuidad,¿Cómo inscribirme en asignaturas de otras unidades?,0
Pérdida de la Gratuidad,Restricciones para inscripción en otras unidades,0
Pérdida de la Gratuidad,Mallas Curriculares,0
Pérdida de la Gratuidad,¿Dónde ver mallas curriculares de mi carrera?,0
Pérdida de la Gratuidad,¿Cómo consultar mallas curriculares?,0
Pérdida de la Gratuidad,Honestidad Académica y Código de Ética,0
Pérdida de la Gratuidad,Reglamento de disciplina y sanciones,0
Pérdida de la Gratuidad,¿Puedo solicitar clarificaciones sobre código de ética?,0
Pérdida de la Gratuidad,Restricciones para Matriculación,0
Pérdida de la Gratuidad,Cómo solucionar restricciones de matriculación,0
Pérdida de la Gratuidad,¿Excepciones a restricciones de matriculación?,0
Pérdida de la Gratuidad,Suficiencia en Inglés,0
Pérdida de la Gratuidad,¿Cómo obtener la suficiencia en inglés?,0
Pérdida de la Gratuidad,Proceso de inscripción en el inglés para niveles superiores,0
Pérdida de la Gratuidad,Limitaciones por Suficiencia de Inglés,0
Pérdida de la Gratuidad,Suficiencia de inglés y límites de créditos,0
Pérdida de la Gratuidad,¿Cómo afecta la suficiencia de inglés a la cantidad de créditos permitidos?,0
Pérdida de la Gratuidad,Hola,0
Pérdida de la Gratuidad,Hola pantera,0
Pérdida de la Gratuidad,Necesito ayuda,0
Pérdida de la Gratuidad,Gracias,0
Pérdida de la Gratuidad,Muchas gracias,0
Pérdida de la Gratuidad,Te agradezco mucho,0
Pérdida de gratuidad por cambio de carrera,"Retiro Voluntario de una, varias o todas las Asignaturas",0
Pérdida de gratuidad por cambio de carrera,Formulario para el retiro voluntario de asignaturas,0
Pérdida de gratuidad por cambio de carrera,Proceso retirar todas las asignaturas,0
Pérdida de gratuidad por cambio de carrera,Retiro de Asignaturas por Caso Fortuito o Fuerza Mayor,0
Pérdida de gratuidad por cambio de carrera,¿Cómo retirar asignaturas por caso fortuito?,0
Pérdida de gratuidad por cambio de carrera,¿Solicitar retiro por fuerza mayor durante el semestre?,0
Pérdida de gratuidad por cambio de carrera,Retiro Extemporáneo de Asignaturas por Caso Fortuito o Fuerza Mayor,0
Pérdida de gratuidad por cambio de carrera,Formulario para retiro extemporáneo en la EPN,0
Pérdida de gratuidad por cambio de carrera,Plazo para el retiro extemporáneo de asignaturas,0
Pérdida de gratuidad por cambio de carrera,Concesión de Tercera Matrícula para Tercer Nivel,0
Pérdida de gratuidad por cambio de carrera,Condiciones para obtener una tercera matrícula,0
Pérdida de gratuidad por cambio de carrera,Formulario y requisitos tercera matrícula,0
Pérdida de gratuidad por cambio de carrera,Asignaturas que No Otorgan Créditos,0
Pérdida de gratuidad por cambio de carrera,¿Cuáles son asignaturas sin créditos?,0
Pérdida de gratuidad por cambio de carrera,¿Deportes y Clubes otorgan créditos?,0
Pérdida de gratuidad por cambio de carrera,Prácticas Preprofesionales,0
Pérdida de gratuidad por cambio de carrera,¿Cómo son prácticas preprofesionales?,0
Pérdida de gratuidad por cambio de carrera,¿Cómo aprobar prácticas preprofesionales?,0
Pérdida de gratuidad por cambio de carrera,Inscripciones en Otras Unidades Académicas,0
Pérdida de gratuidad por cambio de carrera,¿Cómo inscribirme en asignaturas de otras unidades?,0
Pérdida de gratuidad por cambio de carrera,Restricciones para inscripción en otras unidades,0
Pérdida de gratuidad por cambio de carrera,Mallas Curriculares,0
Pérdida de gratuidad por cambio de carrera,¿Dónde ver mallas curriculares de mi carrera?,0
Pérdida de gratuidad por cambio de carrera,¿Cómo consultar mallas curriculares?,0
Pérdida de gratuidad por cambio de carrera,Honestidad Académica y Código de Ética,0
Pérdida de gratuidad por cambio de carrera,Reglamento de disciplina y sanciones,0
Pérdida de gratuidad por cambio de carrera,¿Puedo solicitar clarificaciones sobre código de ética?,0
Pérdida de gratuidad por cambio de carrera,Restricciones para Matriculación,0
Pérdida de gratuidad por cambio de carrera,Cómo solucionar restricciones de matriculación,0
Pérdida de gratuidad por cambio de carrera,¿Excepciones a restricciones de matriculación?,0
Pérdida de gratuidad por cambio de carrera,Suficiencia en Inglés,0
Pérdida de gratuidad por cambio de carrera,¿Cómo obtener la suficiencia en inglés?,0
Pérdida de gratuidad por cambio de carrera,Proceso de inscripción en el inglés para niveles superiores,0
Pérdida de gratuidad por cambio de carrera,Limitaciones por Suficiencia de Inglés,0
Pérdida de gratuidad por cambio de carrera,Suficiencia de inglés y límites de créditos,0
Pérdida de gratuidad por cambio de carrera,¿Cómo afecta la suficiencia de inglés a la cantidad de créditos permitidos?,0
Pérdida de gratuidad por cambio de carrera,Hola,0
Pérdida de gratuidad por cambio de carrera,Hola pantera,0
Pérdida de gratuidad por cambio de carrera,Necesito ayuda,0
Pérdida de gratuidad por cambio de carrera,Gracias,0
Pérdida de gratuidad por cambio de carrera,Muchas gracias,0
Pérdida de gratuidad por cambio de carrera,Te agradezco mucho,0
¿Bajo qué circunstancias se puede perder la gratuidad?,"Retiro Voluntario de una, varias o todas las Asignaturas",0
¿Bajo qué circunstancias se puede perder la gratuidad?,Formulario para el retiro voluntario de asignaturas,0
¿Bajo qué circunstancias se puede perder la gratuidad?,Proceso retirar todas las asignaturas,0
¿Bajo qué circunstancias se puede perder la gratuidad?,Retiro de Asignaturas por Caso Fortuito o Fuerza Mayor,0
¿Bajo qué circunstancias se puede perder la gratuidad?,¿Cómo retirar asignaturas por caso fortuito?,0
¿Bajo qué circunstancias se puede perder la gratuidad?,¿Solicitar retiro por fuerza mayor durante el semestre?,0
¿Bajo qué circunstancias se puede perder la gratuidad?,Retiro Extemporáneo de Asignaturas por Caso Fortuito o Fuerza Mayor,0
¿Bajo qué circunstancias se puede perder la gratuidad?,Formulario para retiro extemporáneo en la EPN,0
¿Bajo qué circunstancias se puede perder la gratuidad?,Plazo para el retiro extemporáneo de asignaturas,0
¿Bajo qué circunstancias se puede perder la gratuidad?,Concesión de Tercera Matrícula para Tercer Nivel,0
¿Bajo qué circunstancias se puede perder la gratuidad?,Condiciones para obtener una tercera matrícula,0
¿Bajo qué circunstancias se puede perder la gratuidad?,Formulario y requisitos tercera matrícula,0
¿Bajo qué circunstancias se puede perder la gratuidad?,Asignaturas que No Otorgan Créditos,0
¿Bajo qué circunstancias se puede perder la gratuidad?,¿Cuáles son asignaturas sin créditos?,0
¿Bajo qué circunstancias se puede perder la gratuidad?,¿Deportes y Clubes otorgan créditos?,0
¿Bajo qué circunstancias se puede perder la gratuidad?,Prácticas Preprofesionales,0
¿Bajo qué circunstancias se puede perder la gratuidad?,¿Cómo son prácticas preprofesionales?,0
¿Bajo qué circunstancias se puede perder la gratuidad?,¿Cómo aprobar prácticas preprofesionales?,0
¿Bajo qué circunstancias se puede perder la gratuidad?,Inscripciones en Otras Unidades Académicas,0
¿Bajo qué circunstancias se puede perder la gratuidad?,¿Cómo inscribirme en asignaturas de otras unidades?,0
¿Bajo qué circunstancias se puede perder la gratuidad?,Restricciones para inscripción en otras unidades,0
¿Bajo qué circunstancias se puede perder la gratuidad?,Mallas Curriculares,0
¿Bajo qué circunstancias se puede perder la gratuidad?,¿Dónde ver mallas curriculares de mi carrera?,0
¿Bajo qué circunstancias se puede perder la gratuidad?,¿Cómo consultar mallas curriculares?,0
